"","ligand","receptor","species","celltype_sender","celltype_receiver","lr_co_exp_num","lr_co_ratio","lr_co_ratio_pvalue","score"
"39","SEMA4G","PLXNB2","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0.004,0.945447121294457
"40","VCL","ITGB5","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.857335721666648
"45","EFNA2","EPHA2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.002,0.99781998666411
"511","MIF","CXCR4","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0,0.988899770919097
"521","MIF","CD44","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.930724413574934
"56","OSM","IL6ST","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.999999988996626
"57","OSM","OSMR","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0,0.999983887867779
"59","LGALS1","ITGB1","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0.032,0.956062438867246
"63","MMP2","PECAM1","Human","TStroma","TPancreatic_tissue",49,0.164429530201342,0,0.986401444980372
"64","MMP2","SDC2","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.925606484827446
"651","MMP2","FGFR1","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999809212451479
"701","PLAT","ITGB2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.98530642748959
"812","TGFB1","SMAD3","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.02,0.961451453498229
"851","TGFB1","ITGAV","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.999824702638968
"86","TGFB1","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.008,0.967841886502801
"871","TGFB1","SDC2","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.925606484827446
"88","TGFB1","ITGB8","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.741430028319832
"891","TGFB1","CXCR4","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.001,0.988405197359321
"902","TGFB1","ITGB5","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.857335721666648
"91","COMP","ITGB1","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.971736638200636
"93","HGF","CD44","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.930724413574934
"94","HGF","SDC1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0.003,0.976443506697531
"95","HGF","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"97","HGF","SDC2","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0,0.925606484827446
"1001","LAMB1","ITGAV","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.999824702638968
"1014","LAMB1","ITGB1","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.019,0.962460868937052
"1025","LAMB1","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.014,0.849093303550918
"103","LAMB1","ITGA1","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.052,0.718263552263813
"105","PDAP1","PDGFRB","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0,0.999959618592424
"1171","COL1A1","CD44","Human","TStroma","TPancreatic_tissue",61,0.204697986577181,0,0.930724413574934
"1181","COL1A1","ITGAV","Human","TStroma","TPancreatic_tissue",52,0.174496644295302,0,0.999824702638968
"1192","COL1A1","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.049,0.947630076250443
"128","VTN","ITGA5","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.001,0.885399215499741
"1301","VTN","ITGAV","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.999824702638968
"1311","VTN","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"133","VTN","ITGB6","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0.025,0.812624586549667
"134","VTN","ITGB5","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.857335721666648
"145","LAMA4","ITGA6","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.855100102164131
"146","LAMA4","ITGAV","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.999824702638968
"147","LAMA4","ITGB1","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.971736638200636
"148","HBEGF","CD44","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.930724413574934
"150","HBEGF","ERBB2","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0.067,0.965918366869196
"1551","TFPI","SDC4","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.888664549376595
"1631","FGF23","FGFR4","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.999911216851535
"1641","FGF23","FGFR1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.999809212451479
"1651","FGF23","FGFR3","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0,0.999918070661989
"1661","TGFB3","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.005,0.96930425231264
"170","TGFB3","ITGB5","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0.004,0.855619332113931
"177","TNFSF10","RIPK1","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.816775790888276
"2051","C3","ITGAX","Human","TStroma","TPancreatic_tissue",36,0.120805369127517,0,0.916825417338176
"2061","C3","ADRA2A","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.870690341891388
"2071","C3","ITGB2","Human","TStroma","TPancreatic_tissue",38,0.12751677852349,0,0.98530642748959
"210","LIF","IL6ST","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.999999988996626
"215","APOE","TREM2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.011,0.994482899496757
"217","APOE","SDC2","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.925606484827446
"219","EPO","EPHB4","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.820948345723828
"2201","LAMA5","SDC1","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0.005,0.975463633388299
"2211","LAMA5","ITGA6","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.855100102164131
"222","LAMA5","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.01,0.966865747185853
"223","LAMA5","ITGA2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.035,0.731966577063387
"227","JAG1","NOTCH2","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.006,0.99330141504154
"232","SEMA6A","PLXNA2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0,0.83169841204717
"238","LAMC1","ITGA6","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.855100102164131
"239","LAMC1","ITGA1","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.737699790938901
"2411","LAMC1","ITGAV","Human","TStroma","TPancreatic_tissue",26,0.087248322147651,0,0.999824702638968
"242","LAMC1","ITGB1","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.971736638200636
"2431","LAMC1","ITGA2","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.004,0.743630618691207
"2441","IL1RN","IL1R1","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.993481831084104
"250","CCL21","ADRA2A","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.870690341891388
"252","TGS1","RXRA","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.836766944145799
"2531","MMP7","CD44","Human","TStroma","TPancreatic_tissue",60,0.201342281879195,0,0.930724413574934
"2541","MMP7","SDC1","Human","TStroma","TPancreatic_tissue",77,0.258389261744966,0,0.977911475714839
"257","THBS1","SDC1","Human","TStroma","TPancreatic_tissue",40,0.134228187919463,0,0.977911475714839
"2581","THBS1","ITGB1","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.971736638200636
"259","THBS1","LRP5","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.979877962938972
"260","THBS1","SDC4","Human","TStroma","TPancreatic_tissue",38,0.12751677852349,0,0.888664549376595
"2611","THBS1","ITGA6","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0,0.855100102164131
"263","ADAM10","GPNMB","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,1
"266","ADAM10","CD44","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.930724413574934
"267","ADAM10","TSPAN14","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0,0.754509573841855
"272","ADAM10","TREM2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.999998097769413
"273","ADAM10","AXL","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.999457430638606
"279","CDH1","LRP5","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0.014,0.972994640654244
"280","CDH1","IGF1R","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.998102774719625
"282","CDH1","ERBB3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.026,0.986914383156344
"284","CDH1","PTPRM","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.911748695189274
"285","CDH1","PTPRF","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.998511196240919
"2861","SEMA7A","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.001,0.971250648353684
"2871","SEMA7A","ITGA1","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0.05,0.719020815049004
"291","TIMP2","CD44","Human","TStroma","TPancreatic_tissue",60,0.201342281879195,0,0.930724413574934
"292","TIMP2","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.004,0.969791217554267
"295","FARP2","PLXNA3","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.06,0.802714263559021
"297","FARP2","PLXNA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.001,0.831282458826831
"299","LAMC2","ITGA6","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.03,0.842175931251585
"302","NID1","ITGB1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.971736638200636
"3031","NID1","PTPRF","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.998511196240919
"304","FGF2","SDC1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.977911475714839
"305","FGF2","FGFR1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.999809212451479
"307","FGF2","CD44","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.930724413574934
"308","FGF2","SDC4","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.888664549376595
"309","FGF2","SDC2","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0,0.925606484827446
"310","FGF2","FGFR4","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.999911216851535
"311","FGF2","FGFR3","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.999918070661989
"3311","ICAM1","ITGAX","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0.015,0.909923245768104
"3341","ICAM1","ITGB2","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0.007,0.981851798776135
"3441","VCAN","CD44","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.930724413574934
"346","VCAN","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0.007,0.968329587156833
"3481","TNC","ITGA5","Human","TStroma","TPancreatic_tissue",10,0.0335570469798658,0,0.885842247409127
"3491","TNC","SDC1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.977911475714839
"351","TNC","ITGB6","Human","TStroma","TPancreatic_tissue",4,0.0134228187919463,0.013,0.81761006022862
"355","TNC","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"3561","TNC","SDC4","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.888664549376595
"3581","TNC","ITGA2","Human","TStroma","TPancreatic_tissue",3,0.0100671140939597,0.075,0.716635735142667
"368","SEMA3A","PLXNA3","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0,0.827936546109755
"371","SEMA3A","PLXNA2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.83169841204717
"382","TIMP3","CD44","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.930724413574934
"3841","LUM","ITGB1","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.971736638200636
"4051","CALM2","INSR","Human","TStroma","TPancreatic_tissue",49,0.164429530201342,0,0.961791835960839
"4091","CALM2","AQP1","Human","TStroma","TPancreatic_tissue",59,0.197986577181208,0,0.710469226825928
"4291","APP","NCSTN","Human","TStroma","TPancreatic_tissue",36,0.120805369127517,0,0.749636557159236
"4381","SST","SSTR2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.897056618405583
"4461","CALM3","INSR","Human","TStroma","TPancreatic_tissue",39,0.130872483221477,0,0.961791835960839
"4511","CALM3","AQP1","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.710469226825928
"460","TNFSF12","TNFRSF12A","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.915688363758075
"4621","FGF19","FGFR1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.999809212451479
"463","FGF19","FGFR3","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.999918070661989
"466","VCAM1","ITGB1","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.971736638200636
"467","VCAM1","ITGB2","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.98530642748959
"468","VCAM1","EZR","Human","TStroma","TPancreatic_tissue",40,0.134228187919463,0,0.837543346560646
"469","VCAM1","MSN","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0,0.836296058128656
"475","COL6A3","ITGB1","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.971736638200636
"476","COL6A3","ITGA2","Human","TStroma","TPancreatic_tissue",19,0.063758389261745,0.087,0.711972112492578
"483","LIPH","LPAR4","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.004,0.785707696366631
"495","COL1A2","CD44","Human","TStroma","TPancreatic_tissue",57,0.191275167785235,0,0.930724413574934
"496","COL1A2","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0,0.971736638200636
"499","COL14A1","CD44","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.930724413574934
"506","COL6A2","ITGB1","Human","TStroma","TPancreatic_tissue",28,0.0939597315436242,0.003,0.97027793839673
"520","CD14","ITGB1","Human","TStroma","TPancreatic_tissue",25,0.0838926174496644,0,0.971736638200636
"522","CD14","ITGB2","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.98530642748959
"525","COL3A1","ITGB1","Human","TStroma","TPancreatic_tissue",30,0.100671140939597,0,0.971736638200636
"530","FGB","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.971736638200636
"531","FGB","ITGB2","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.98530642748959
"5341","FGA","ITGAX","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.916825417338176
"535","FGA","ITGB1","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.971736638200636
"537","FGA","ITGB2","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.98530642748959
"543","HAS2","CD44","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.930724413574934
"555","EFEMP2","AQP1","Human","TStroma","TPancreatic_tissue",73,0.24496644295302,0,0.710469226825928
"5631","GNAI2","F2R","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.859780711436536
"575","AGTRAP","RACK1","Human","TStroma","TPancreatic_tissue",80,0.268456375838926,0,0.999999943092039
"576","PKM","CD44","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.930724413574934
"578","LPA","ITGB2","Human","TStroma","TPancreatic_tissue",5,0.0167785234899329,0,0.98530642748959
"580","LPA","LPAR4","Human","TStroma","TPancreatic_tissue",1,0.00335570469798658,0.048,0.768156681178316
"5851","MMP1","CD44","Human","TStroma","TPancreatic_tissue",70,0.23489932885906,0,0.930724413574934
"5891","MTMR4","SMAD3","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.001,0.970726904436233
"590","FBN1","ITGB1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.971736638200636
"592","PSEN1","CD44","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.930724413574934
"597","EFNA5","EPHB6","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.834292947105021
"600","EFNA5","EPHB2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.840741575461747
"601","EFNA5","EPHA2","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.09,0.952812891010688
"6061","FBLN1","ITGB1","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0.004,0.969791217554267
"607","COL4A5","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"612","HSP90AA1","FGFR3","Human","TStroma","TPancreatic_tissue",54,0.181208053691275,0,0.999918070661989
"613","FGG","ITGB1","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.971736638200636
"614","FGG","ITGB2","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0,0.98530642748959
"616","CXCL14","CXCR4","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.988899770919097
"621","PTN","SDC1","Human","TStroma","TPancreatic_tissue",15,0.0503355704697987,0,0.977911475714839
"6291","HMGB1","SDC1","Human","TStroma","TPancreatic_tissue",32,0.10738255033557,0.044,0.956155414534711
"6321","HMGB1","CXCR4","Human","TStroma","TPancreatic_tissue",12,0.0402684563758389,0,0.988899770919097
"635","FN1","ITGA6","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.855100102164131
"638","FN1","CD44","Human","TStroma","TPancreatic_tissue",43,0.144295302013423,0,0.930724413574934
"639","FN1","ITGB1","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0.002,0.970764415207639
"654","CALM1","PTPRA","Human","TStroma","TPancreatic_tissue",33,0.110738255033557,0,0.998214152309054
"663","LAMC3","ITGA6","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.855100102164131
"664","LAMC3","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.029,0.957542794497901
"665","COL6A1","ITGB1","Human","TStroma","TPancreatic_tissue",18,0.0604026845637584,0.002,0.970764415207639
"6661","COL6A1","ITGA6","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.855100102164131
"668","TGM2","ITGB1","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0.002,0.970764415207639
"683","EFNA1","EPHB6","Human","TStroma","TPancreatic_tissue",27,0.0906040268456376,0,0.834292947105021
"687","ADAM12","ITGB1","Human","TStroma","TPancreatic_tissue",6,0.0201342281879195,0.01,0.966865747185853
"6881","ADAM12","SDC4","Human","TStroma","TPancreatic_tissue",13,0.0436241610738255,0.065,0.859297723162928
"689","S100A8","ITGB2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.98530642748959
"693","S100A9","ITGB2","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0.013,0.978880984708365
"7051","COL5A1","ITGB1","Human","TStroma","TPancreatic_tissue",28,0.0939597315436242,0,0.971736638200636
"7061","CEL","CXCR4","Human","TStroma","TPancreatic_tissue",29,0.0973154362416107,0,0.988899770919097
"714","SPTAN1","PTPRA","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.998214152309054
"7201","COL16A1","ITGB1","Human","TStroma","TPancreatic_tissue",21,0.0704697986577181,0,0.971736638200636
"7221","HSPG2","ITGB1","Human","TStroma","TPancreatic_tissue",31,0.104026845637584,0.012,0.965888621370609
"7231","HSPG2","FGFR1","Human","TStroma","TPancreatic_tissue",63,0.211409395973154,0,0.999809212451479
"728","COL4A1","ITGB1","Human","TStroma","TPancreatic_tissue",20,0.0671140939597315,0,0.971736638200636
"733","HLA-E","KLRD1","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.999998250387935
"7371","AGRN","ITGB1","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0,0.971736638200636
"7401","ZG16B","CXCR4","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.988899770919097
"741","LAMA1","ITGA6","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.855100102164131
"743","LAMA1","ITGB1","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0,0.971736638200636
"745","LAMB3","ITGA6","Human","TStroma","TPancreatic_tissue",14,0.0469798657718121,0.024,0.844776583652625
"746","AFDN","EPHB6","Human","TStroma","TPancreatic_tissue",22,0.0738255033557047,0,0.834292947105021
"7491","SPP1","CD44","Human","TStroma","TPancreatic_tissue",63,0.211409395973154,0,0.930724413574934
"751","LGALS9","CD44","Human","TStroma","TPancreatic_tissue",37,0.124161073825503,0,0.930724413574934
"752","LGALS9","SLC1A5","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0.099,0.71669173008336
"7541","CXCL12","ITGB1","Human","TStroma","TPancreatic_tissue",9,0.0302013422818792,0,0.971736638200636
"755","CXCL12","CXCR4","Human","TStroma","TPancreatic_tissue",7,0.023489932885906,0,0.988899770919097
"761","MDK","ITGA6","Human","TStroma","TPancreatic_tissue",23,0.0771812080536913,0,0.855100102164131
"7681","S100A10","CFTR","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.945288960539518
"769","SHANK2","CFTR","Human","TStroma","TPancreatic_tissue",16,0.0536912751677852,0,0.945288960539518
"770","HSP90AA1","CFTR","Human","TStroma","TPancreatic_tissue",56,0.187919463087248,0,0.945288960539518
"773","LAMA4","ITGA3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0,0.860364600342022
"774","LAMA2","ITGA3","Human","TStroma","TPancreatic_tissue",8,0.0268456375838926,0.006,0.857779623241633
"775","LAMA1","ITGA3","Human","TStroma","TPancreatic_tissue",11,0.0369127516778524,0,0.860364600342022
"776","LGALS8","ITGA3","Human","TStroma","TPancreatic_tissue",17,0.0570469798657718,0.001,0.85993431044247
"777","NID1","ITGA3","Human","TStroma","TPancreatic_tissue",24,0.0805369127516778,0,0.860364600342022
